BRANCH;BRANCH_CODE;FILIAL_NAME;STREET_HOUSE;CALCULATION_COMPANY;DELIVER;SERVICE;CHARGE_PLAN;CHARGE_PLAN_WITH_D_G;DISCOUNT;GRANT;MAKET;MAKET_DISCOUNT;RETURN;RETURN_DISCOUNT;CHARGE_FACT;CHARGE_FACT_PENI;MAKET_PENI
тцсо "фйу ммж";26;фщс-1;лнпяйни 14;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;2835.93;2835.93;0.00;0.00;-290.95;0.00;0.00;0.00;2544.98;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 14;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;2265.55;2265.55;0.00;0.00;-239.45;0.00;0.00;0.00;2026.10;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 16;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;7496.30;7496.30;0.00;0.00;1037.76;0.00;0.00;0.00;8534.06;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 16;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;5961.38;5961.38;0.00;0.00;623.31;0.00;0.00;0.00;6584.69;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 18;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3229.80;3229.80;0.00;0.00;18.36;0.00;0.00;0.00;3248.16;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 18;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;2436.54;2436.54;0.00;0.00;22.37;0.00;0.00;0.00;2458.91;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 20;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;2787.66;2787.66;0.00;0.00;0.00;0.00;0.00;0.00;2787.66;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 20;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;2007.09;2007.09;0.00;0.00;0.00;0.00;0.00;0.00;2007.09;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 28;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4790.72;4790.72;0.00;0.00;-102.55;0.00;0.00;0.00;4688.17;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 28;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3754.11;3754.11;0.00;0.00;-162.78;0.00;0.00;0.00;3591.33;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 32;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4288.26;4288.26;0.00;0.00;29.46;0.00;0.00;0.00;4317.72;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 32;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3818.63;3818.63;0.00;0.00;0.00;0.00;0.00;0.00;3818.63;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 34;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4478.86;4478.86;0.00;0.00;-50.84;0.00;0.00;0.00;4428.02;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 34;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3616.56;3616.56;0.00;0.00;-43.40;0.00;0.00;0.00;3573.16;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 36;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5013.08;5013.08;0.00;0.00;31.12;0.00;0.00;0.00;5044.20;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 36;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4038.99;4038.99;0.00;0.00;47.74;0.00;0.00;0.00;4086.73;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 38;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4529.47;4529.47;0.00;0.00;64.75;0.00;0.00;0.00;4594.22;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 38;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3696.13;3696.13;0.00;0.00;78.83;0.00;0.00;0.00;3774.96;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 40;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;6846.71;6846.71;0.00;0.00;69.07;0.00;0.00;0.00;6915.78;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 40;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;6165.23;6165.23;0.00;0.00;25.28;0.00;0.00;0.00;6190.51;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 42;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5530.79;5530.79;0.00;0.00;-78.72;0.00;0.00;0.00;5452.07;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 42;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4471.39;4471.39;0.00;0.00;-70.88;0.00;0.00;0.00;4400.51;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 44;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3985.20;3985.20;0.00;0.00;-97.19;0.00;0.00;0.00;3888.01;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 44;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3421.18;3421.18;0.00;0.00;-89.04;0.00;0.00;0.00;3332.14;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 46;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4057.19;4057.19;0.00;0.00;-10.04;0.00;0.00;0.00;4047.15;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 46;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3293.13;3293.13;0.00;0.00;-5.13;0.00;0.00;0.00;3288.00;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 50;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4823.63;4823.63;0.00;0.00;0.00;0.00;0.00;0.00;4823.63;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 50;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3997.87;3997.87;0.00;0.00;0.00;0.00;0.00;0.00;3997.87;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 52;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3499.08;3499.08;0.00;0.00;93.23;0.00;0.00;0.00;3592.31;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 52;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;2743.45;2743.45;0.00;0.00;72.31;0.00;0.00;0.00;2815.76;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 56;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;2674.00;2674.00;0.00;0.00;-119.13;0.00;0.00;0.00;2554.87;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 56;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;2096.19;2096.19;0.00;0.00;-74.76;0.00;0.00;0.00;2021.43;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 58;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5151.63;5151.63;0.00;0.00;44.65;0.00;0.00;0.00;5196.28;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 58;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4197.93;4197.93;0.00;0.00;44.91;0.00;0.00;0.00;4242.84;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 60;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4847.06;4847.06;0.00;0.00;-40.13;0.00;0.00;0.00;4806.93;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 60;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4364.51;4364.51;0.00;0.00;-23.19;0.00;0.00;0.00;4341.32;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 62;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;6650.38;6650.38;0.00;0.00;0.00;0.00;0.00;0.00;6650.38;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 62;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4763.70;4763.70;0.00;0.00;0.00;0.00;0.00;0.00;4763.70;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 64;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4899.95;4899.95;0.00;0.00;67.49;0.00;0.00;0.00;4967.44;0.00;0.00
тцсо "фйу ммж";26;фщс-1;лнпяйни 64;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3908.83;3908.83;0.00;0.00;51.32;0.00;0.00;0.00;3960.15;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 1;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;6341.68;6341.68;0.00;0.00;-38.88;0.00;0.00;0.00;6302.80;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 1;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;5207.24;5207.24;0.00;0.00;-23.73;0.00;0.00;0.00;5183.51;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 3;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5544.57;5544.57;0.00;0.00;-67.37;0.00;0.00;0.00;5477.20;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 3;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4588.30;4588.30;0.00;0.00;-55.97;0.00;0.00;0.00;4532.33;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 4;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;8326.17;8326.17;0.00;0.00;-393.51;0.00;0.00;0.00;7932.66;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 4;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;6586.43;6586.43;0.00;0.00;-299.41;0.00;0.00;0.00;6287.02;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4784.90;4784.90;0.00;0.00;179.69;0.00;0.00;0.00;4964.59;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3874.34;3874.34;0.00;0.00;89.40;0.00;0.00;0.00;3963.74;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3616.88;3616.88;0.00;0.00;-2.92;0.00;0.00;0.00;3613.96;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;2926.64;2926.64;0.00;0.00;2.65;0.00;0.00;0.00;2929.29;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4318.90;4318.90;0.00;0.00;0.00;0.00;0.00;0.00;4318.90;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3267.61;3267.61;0.00;0.00;0.00;0.00;0.00;0.00;3267.61;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5854.36;5854.36;0.00;0.00;-412.62;0.00;0.00;0.00;5441.74;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4591.39;4591.39;0.00;0.00;-368.83;0.00;0.00;0.00;4222.56;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5038.86;5038.86;0.00;0.00;216.01;0.00;0.00;0.00;5254.87;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3927.64;3927.64;0.00;0.00;192.28;0.00;0.00;0.00;4119.92;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4377.72;4377.72;0.00;0.00;90.76;0.00;0.00;0.00;4468.48;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3607.04;3607.04;0.00;0.00;98.84;0.00;0.00;0.00;3705.88;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;2365.35;2365.35;0.00;0.00;-13.57;0.00;0.00;0.00;2351.78;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3415.62;3415.62;0.00;0.00;35.95;0.00;0.00;0.00;3451.57;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;2398.95;2398.95;0.00;0.00;59.52;0.00;0.00;0.00;2458.47;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;6825.81;6825.81;0.00;0.00;584.41;0.00;0.00;0.00;7410.22;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 11;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;8154.36;8154.36;0.00;0.00;-21.28;0.00;0.00;0.00;8133.08;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 13;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3161.97;3161.97;0.00;0.00;33.32;0.00;0.00;0.00;3195.29;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 15;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;7452.54;7452.54;0.00;0.00;93.50;0.00;0.00;0.00;7546.04;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 2;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;12083.32;12083.32;0.00;0.00;-14.85;0.00;0.00;0.00;12068.47;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 2;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;10331.44;10331.44;0.00;0.00;79.63;0.00;0.00;0.00;10411.07;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 4;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;12013.96;12013.96;0.00;0.00;-18.79;0.00;0.00;0.00;11995.17;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 4;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;9319.19;9319.19;0.00;0.00;-24.87;0.00;0.00;0.00;9294.32;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 6;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;31238.27;31238.27;0.00;0.00;-2950.28;0.00;0.00;0.00;28287.99;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 6;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;26314.51;26314.51;0.00;0.00;-2215.56;0.00;0.00;0.00;24098.95;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 8;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;33700.59;33700.59;0.00;0.00;-841.01;0.00;0.00;0.00;32859.58;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 8;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;27754.14;27754.14;0.00;0.00;-637.72;0.00;0.00;0.00;27116.42;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 10;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;36338.05;36338.05;0.00;0.00;-159.57;0.00;0.00;0.00;36178.48;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 10;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;31839.07;31839.07;0.00;0.00;3.69;0.00;0.00;0.00;31842.76;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 12;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;29391.74;29391.74;0.00;0.00;24.50;0.00;0.00;0.00;29416.24;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 12;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;25704.55;25704.55;0.00;0.00;288.07;0.00;0.00;0.00;25992.62;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 18;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4430.97;4430.97;0.00;0.00;-256.20;0.00;0.00;0.00;4174.77;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 18;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3525.74;3525.74;0.00;0.00;-2.65;0.00;0.00;0.00;3523.09;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 20;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;4751.15;4751.15;0.00;0.00;82.89;0.00;0.00;0.00;4834.04;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 20;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3993.81;3993.81;0.00;0.00;123.65;0.00;0.00;0.00;4117.46;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 22;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3814.12;3814.12;0.00;0.00;0.00;0.00;0.00;0.00;3814.12;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 22;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;2970.24;2970.24;0.00;0.00;0.00;0.00;0.00;0.00;2970.24;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 24;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5515.67;5515.67;0.00;0.00;313.55;0.00;0.00;0.00;5829.22;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 24;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4390.21;4390.21;0.00;0.00;441.18;0.00;0.00;0.00;4831.39;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 26;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;3783.90;3783.90;0.00;0.00;118.27;0.00;0.00;0.00;3902.17;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 26;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;3030.59;3030.59;0.00;0.00;32.96;0.00;0.00;0.00;3063.55;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 28;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;5347.96;5347.96;0.00;0.00;136.62;0.00;0.00;0.00;5484.58;0.00;0.00
тцсо "фйу ммж";26;фщс-1;репеьйнбни 28;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;4230.53;4230.53;0.00;0.00;103.21;0.00;0.00;0.00;4333.74;0.00;0.00
тцсо "фйу ммж";26;фщс-1;жбермни 1;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;9691.64;9691.64;0.00;0.00;393.39;0.00;0.00;0.00;10085.03;0.00;0.00
тцсо "фйу ммж";26;фщс-1;жбермни 1;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;7877.22;7877.22;0.00;0.00;359.67;0.00;0.00;0.00;8236.89;0.00;0.00
тцсо "фйу ммж";26;фщс-1;жбермни 7;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;6797.61;6797.61;0.00;0.00;-41.72;0.00;0.00;0.00;6755.89;0.00;0.00
тцсо "фйу ммж";26;фщс-1;жбермни 7;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;5479.82;5479.82;0.00;0.00;2.04;0.00;0.00;0.00;5481.86;0.00;0.00
тцсо "фйу ммж";26;фщс-1;жбермни 9;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;6961.05;6961.05;0.00;0.00;184.31;0.00;0.00;0.00;7145.36;0.00;0.00
тцсо "фйу ммж";26;фщс-1;жбермни 9;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";унк.бндю;5629.44;5629.44;0.00;0.00;170.35;0.00;0.00;0.00;5799.79;0.00;0.00
тцсо "фйу ммж";26;фщс-1;жбермни 11;лсо "цнпбнднйюмюк";лсо "цнпбнднйюмюк";бндннрбедемхе;6274.15;6274.15;0.00;0.00;-43.13;0.00;0.00;0.00;6231.02;0.00;0.00
